,Lat_long,Most_common_sqft_binned,Most_common_hvac_heating_fuel_new,Most_common_heating_setpoint,Most_common_in.vintage,Most_common_in.occupants,Most_common_in.geometry_building_type_height,Most_common_electric_water_heater,Most_common_clothes_washer_usage_new,Most_common_cooling_setpoint,Most_common_Lighting_new,Most_common_hvac_cooling_eff_new,Most_common_in.hvac_has_ducts
387,"(38.75, -90.37)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
388,"(38.755, -109.755)",2500-3499,Non-electric,55,2000s,1,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
389,"(38.82, -104.72)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
390,"(38.82, -97.67)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
391,"(38.82, -92.22)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
392,"(38.82, -76.87)",2500-3499,Non-electric,68,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
393,"(38.833, -94.883)",2000-2499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
394,"(38.85, -99.27)",1000-1499,Non-electric,68,<1940,1,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
395,"(38.85, -94.73)",2500-3499,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
396,"(38.87, -77.03)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
397,"(38.88, -98.82)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
398,"(38.88, -79.85)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
399,"(38.9, -120.0)",1500-1999,Non-electric,55,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
400,"(38.95, -95.67)",1500-1999,Non-electric,68,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
401,"(39.0, -74.92)",1500-1999,Non-electric,55,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
402,"(39.05, -96.77)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
403,"(39.05, -84.67)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
404,"(39.07, -95.63)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
405,"(39.08, -77.57)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
406,"(39.1, -121.567)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
407,"(39.1, -84.42)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
408,"(39.12, -94.6)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
409,"(39.13, -123.2)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
410,"(39.13, -121.43)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
411,"(39.13, -108.53)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
412,"(39.13, -96.67)",2500-3499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
413,"(39.13, -86.62)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
414,"(39.13, -75.47)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
415,"(39.15, -78.15)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
416,"(39.17, -76.68)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
417,"(39.18, -103.72)",1000-1499,Electric-resistance,65,1970s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,No
418,"(39.217, -106.317)",2500-3499,Non-electric,55,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
419,"(39.22, -106.87)",1000-1499,Non-electric,55,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,68,LED_CFL,avg,Yes
420,"(39.28, -80.23)",1000-1499,Non-electric,68,<1940,1,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
421,"(39.3, -114.85)",2000-2499,Non-electric,72,1990s,2,Single-Family Detached,Non-electric Water Heater,high,75,LED_CFL,avg,Yes
422,"(39.3, -94.72)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
423,"(39.32, -120.13)",1000-1499,Non-electric,55,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
424,"(39.35, -81.43)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
425,"(39.37, -101.7)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,Incandescent,avg,Yes
426,"(39.37, -75.08)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
427,"(39.38, -99.83)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
428,"(39.382, -112.51)",1500-1999,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
429,"(39.4, -77.98)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
430,"(39.42, -118.72)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
431,"(39.45, -87.3)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
432,"(39.45, -74.57)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
433,"(39.48, -119.77)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
434,"(39.53, -107.72)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
435,"(39.55, -97.65)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
436,"(39.65, -106.92)",1000-1499,Non-electric,55,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
437,"(39.65, -79.92)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
438,"(39.67, -75.6)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
439,"(39.7, -77.733)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
440,"(39.72, -104.75)",2500-3499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
441,"(39.72, -86.27)",2500-3499,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
442,"(39.74, -105.18)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
443,"(39.767, -94.9)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
444,"(39.83, -88.87)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
445,"(39.83, -84.05)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
446,"(39.85, -89.68)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
447,"(39.87, -75.23)",1000-1499,Non-electric,70,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
448,"(39.9, -84.22)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
449,"(39.93, -91.2)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
450,"(39.933, -91.2)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
451,"(39.95, -81.9)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
452,"(39.98, -82.88)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
453,"(40.06, -88.37)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
454,"(40.07, -118.55)",1500-1999,Non-electric,68,1980s,2,Single-Family Detached,Electric Standard,avg,78,LED_CFL,avg,Yes
455,"(40.07, -83.07)",2500-3499,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
456,"(40.08, -75.02)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
457,"(40.083, -95.6)",2500-3499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
458,"(40.1, -92.55)",2000-2499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
459,"(40.117, -76.3)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
460,"(40.13, -105.24)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
461,"(40.13, -80.28)",2500-3499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
462,"(40.15, -122.25)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
463,"(40.17, -103.23)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
464,"(40.18, -74.07)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
465,"(40.183, -80.65)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
466,"(40.2, -100.58)",2000-2499,Non-electric,70,1950s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
467,"(40.2, -75.15)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
468,"(40.22, -111.72)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
469,"(40.22, -76.85)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
470,"(40.233, -85.4)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
471,"(40.28, -74.82)",1500-1999,Non-electric,70,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
472,"(40.3, -96.75)",2500-3499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
473,"(40.3, -78.32)",2000-2499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
474,"(40.32, -78.83)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
475,"(40.35, -79.92)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
476,"(40.37, -75.97)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
477,"(40.42, -86.93)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
478,"(40.43, -109.52)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
479,"(40.43, -104.63)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
480,"(40.45, -105.02)",2500-3499,Non-electric,70,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
481,"(40.45, -99.33)",1000-1499,Non-electric,68,<1940,1,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
482,"(40.467, -88.917)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
483,"(40.47, -91.43)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
484,"(40.48, -107.22)",2500-3499,Non-electric,70,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
485,"(40.5, -107.53)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
486,"(40.5, -80.23)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
487,"(40.51, -101.62)",2000-2499,Non-electric,68,<1940,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
488,"(40.52, -122.32)",1500-1999,Non-electric,70,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
489,"(40.6, -98.43)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
490,"(40.65, -86.15)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
491,"(40.65, -75.45)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
492,"(40.67, -89.68)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
493,"(40.717, -95.033)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
494,"(40.72, -77.93)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
495,"(40.72, -74.18)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
496,"(40.72, -73.42)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
497,"(40.73, -99.0)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
498,"(40.75, -95.417)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,high,Yes
499,"(40.77, -111.97)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
500,"(40.7793, -73.9691)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
501,"(40.78, -79.95)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
502,"(40.78, -73.97)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
503,"(40.78, -73.88)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
504,"(40.783, -91.117)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
505,"(40.79, -73.1)",1500-1999,Non-electric,68,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
506,"(40.817, -82.517)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
507,"(40.82, -82.52)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
508,"(40.83, -115.8)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
509,"(40.83, -96.77)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
510,"(40.85, -74.07)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
511,"(40.883, -74.283)",1000-1499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
512,"(40.9, -117.8)",1000-1499,Non-electric,55,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,high,Yes
513,"(40.92, -81.43)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
514,"(40.97, -98.32)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
515,"(40.98, -124.1)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
516,"(41.0, -85.2)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
517,"(41.017, -95.267)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,low,75,LED_CFL,avg,Yes
518,"(41.02, -94.37)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
519,"(41.02, -83.67)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
520,"(41.03, -93.37)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
521,"(41.05, -91.98)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
522,"(41.07, -73.72)",2500-3499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
523,"(41.1, -102.98)",2000-2499,Non-electric,67,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
524,"(41.1, -92.45)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
525,"(41.12, -111.97)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
526,"(41.12, -100.67)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
527,"(41.12, -95.92)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
528,"(41.15, -104.8)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
529,"(41.17, -71.58)",1000-1499,Non-electric,68,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
530,"(41.18, -78.9)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
531,"(41.2, -112.017)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
532,"(41.25, -80.67)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
533,"(41.25, -76.92)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
534,"(41.25, -70.067)",1000-1499,Non-electric,55,1950s,2,Single-Family Detached,Non-electric Water Heater,high,70,LED_CFL,avg,Yes
535,"(41.267, -95.767)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
536,"(41.267, -72.883)",1000-1499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
537,"(41.28, -91.67)",2500-3499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
538,"(41.283, -111.033)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
539,"(41.3, -93.117)",2000-2499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
540,"(41.32, -105.68)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
541,"(41.32, -95.9)",1000-1499,Non-electric,72,<1940,1,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
542,"(41.33, -75.73)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
543,"(41.333, -72.05)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
544,"(41.367, -91.15)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
